SYMBOL,SERIES,TIMESTAMP,ISIN
GIPCL,EQ,2022-10-13,INE548C01032
GKWLIMITED,EQ,2022-10-13,INE830C01026
GLAND,EQ,2022-10-13,INE778K01012
GLAXO,EQ,2022-10-13,INE296H01011
GLENMARK,EQ,2022-10-13,INE753K01015
GLFL,EQ,2022-10-13,INE01QM01018
GLOBAL,EQ,2022-10-13,INE913H01037
GLOBALVECT,EQ,2022-10-13,INE306C01019
GLOBE,EQ,2022-10-13,INE510A01028
GLOBUSSPR,EQ,2022-10-13,INE265F01028
GLS,EQ,2022-10-13,INE255A01020
GMBREW,BE,2022-10-13,INE217G01035
GMDCLTD,EQ,2022-10-13,INE988K01017
GMMPFAUDLR,EQ,2022-10-13,INE063P01018
GMRINFRA,EQ,2022-10-13,INE406M01024
GMRP&UI,BE,2022-10-13,INE416L01017
GNA,EQ,2022-10-13,INE284A01012
GNFC,EQ,2022-10-13,INE042A01014
GOACARBON,EQ,2022-10-13,INE122M01019
GOCLCORP,EQ,2022-10-13,INE418N01035
GOCOLORS,EQ,2022-10-13,INE778B01029
GODFRYPHLP,EQ,2022-10-13,INE04TZ01018
GODHA,EQ,2022-10-13,INE022C01012
GODREJAGRO,EQ,2022-10-13,INE128A01029
GODREJCP,EQ,2022-10-13,INE295A01018
GODREJIND,EQ,2022-10-13,INE688J01023
GODREJPROP,EQ,2022-10-13,INE369A01029
GOENKA,EQ,2022-10-13,INE302A01020
GOKEX,EQ,2022-10-13,INE201K01015
GOKUL,EQ,2022-10-13,INE0GFE01018
GOKULAGRO,EQ,2022-10-13,INE188A01015
GOLDENTOBC,EQ,2022-10-13,INE0DNW01011
GOLDIAM,EQ,2022-10-13,INE045J01026
GOLDTECH,BE,2022-10-13,INE220J01025
GOODLUCK,EQ,2022-10-13,INE512B01022
GOODYEAR,EQ,2022-10-13,INE258B01022
GPIL,EQ,2022-10-13,INE171A01029
GPPL,BE,2022-10-13,INE623B01027
GPTINFRA,BE,2022-10-13,IN9623B01058
GRANULES,EQ,2022-10-13,INE296C01020
GRAPHITE,EQ,2022-10-13,INE737H01014
GRASIM,EQ,2022-10-13,INE816B01027
GRAUWEIL,EQ,2022-10-13,INE235A01022
GRAVITA,EQ,2022-10-13,INE686Y01026
GREAVESCOT,EQ,2022-10-13,INE02NC01014
GREENLAM,EQ,2022-10-13,INE183A01024
GREENPANEL,EQ,2022-10-13,INE060J01017
GREENPLY,BE,2022-10-13,INE452O01016
GREENPOWER,EQ,2022-10-13,INE09N301011
GRINDWELL,EQ,2022-10-13,INE529A01010
GRINFRA,EQ,2022-10-13,INE360L01017
GRMOVER,EQ,2022-10-13,INE593W01010
GROBTEA,EQ,2022-10-13,INE976E01023
GRPLTD,EQ,2022-10-13,INE451A01017
GRSE,EQ,2022-10-13,INE061F01013
GRWRHITECH,EQ,2022-10-13,INE519A01011
GSCLCEMENT,EQ,2022-10-13,INE935Q01015
GSFC,EQ,2022-10-13,INE684F01012
GSPL,EQ,2022-10-13,INE524A01029
GSS,EQ,2022-10-13,INE036B01030
GTL,EQ,2022-10-13,INE129A01019
GTLINFRA,EQ,2022-10-13,INE482J01021
GTPL,EQ,2022-10-13,INE600K01018
GUFICBIO,EQ,2022-10-13,INE297H01019
GUJALKALI,EQ,2022-10-13,INE524B01027
GUJAPOLLO,EQ,2022-10-13,INE845D01014
GUJGASLTD,EQ,2022-10-13,INE388A01029
GUJRAFFIA,EQ,2022-10-13,INE460C01014
GULFOILLUB,EQ,2022-10-13,INE691Z01023
GULFPETRO,EQ,2022-10-13,INE335W01016
GULPOLY,EQ,2022-10-13,INE276A01018
GVKPIL,EQ,2022-10-13,INE079J01017
HAL,EQ,2022-10-13,INE152B01027
HAPPSTMNDS,BE,2022-10-13,INE287Z01012
HARDWYN,EQ,2022-10-13,INE336H01023
HARIOMPIPE,EQ,2022-10-13,INE916G01016
HARRMALAYA,EQ,2022-10-13,INE669X01016
HARSHA,EQ,2022-10-13,INE854S01022
HATHWAY,EQ,2022-10-13,INE727B01026
HATSUN,EQ,2022-10-13,INE949P01018
HAVELLS,EQ,2022-10-13,INE955D01029
HAVISHA,EQ,2022-10-13,INE007B01023
HBLPOWER,EQ,2022-10-13,INE878A01011
HBSL,EQ,2022-10-13,INE017A01032
HCC,EQ,2022-10-13,INE200A01026
HCG,EQ,2022-10-13,INE538A01037
HCL-INSYS,BE,2022-10-13,INE534A01028
HCLTECH,EQ,2022-10-13,INE539A01019
HDFCAMC,EQ,2022-10-13,INE047B01011
HDFCBANK,EQ,2022-10-13,INE322A01010
HDFCLIFE,EQ,2022-10-13,INE424C01010
HDIL,EQ,2022-10-13,INE162A01010
HEADSUP,EQ,2022-10-13,INE528A01020
HECPROJECT,EQ,2022-10-13,INE068V01023
HEG,EQ,2022-10-13,INE159A01016
HEIDELBERG,EQ,2022-10-13,INE935A01035
HEMIPROP,BE,2022-10-13,INE540A01017
HERANBA,EQ,2022-10-13,INE291W01011
HERCULES,EQ,2022-10-13,INE792H01019
HERITGFOOD,EQ,2022-10-13,INE581X01021
HEROMOTOCO,EQ,2022-10-13,INE615I01010
HESTERBIO,EQ,2022-10-13,INE03Q201024
HEXATRADEX,EQ,2022-10-13,INE075D01018
HFCL,EQ,2022-10-13,INE131A01031
HGINFRA,EQ,2022-10-13,INE541A01023
HGS,EQ,2022-10-13,INE776C01039
HIKAL,EQ,2022-10-13,INE0CU601026
HIL,EQ,2022-10-13,INE934S01014
HILTON,EQ,2022-10-13,INE113A01013
HIMATSEIDE,EQ,2022-10-13,INE426D01013
HINDALCO,EQ,2022-10-13,INE077F01035
HINDCOMPOS,EQ,2022-10-13,INE0BJS01011
HINDCON,EQ,2022-10-13,INE260B01028
HINDCOPPER,EQ,2022-10-13,INE925Y01036
HINDMOTORS,EQ,2022-10-13,INE850D01014
HINDNATGLS,EQ,2022-10-13,INE102D01028
HINDOILEXP,EQ,2022-10-13,INE233A01035
HINDPETRO,EQ,2022-10-13,INE484J01027
HINDUNILVR,BZ,2022-10-13,INE516K01024
HINDWAREAP,EQ,2022-10-13,INE887G01027
HINDZINC,EQ,2022-10-13,INE020J01029
HIRECT,EQ,2022-10-13,INE314T01025
HISARMETAL,BE,2022-10-13,INE973A01010
HITECH,EQ,2022-10-13,INE025B01025
HITECHCORP,EQ,2022-10-13,INE805A01014
HITECHGEAR,EQ,2022-10-13,INE127I01024
HLEGLAS,EQ,2022-10-13,INE533A01012
HLVLTD,EQ,2022-10-13,INE177H01021
HMT,EQ,2022-10-13,INE517F01014
HMVL,EQ,2022-10-13,INE390G01014
HNDFDS,EQ,2022-10-13,INE101D01020
HOMEFIRST,EQ,2022-10-13,INE371A01025
HONAUT,EQ,2022-10-13,INE047A01021
HONDAPOWER,EQ,2022-10-13,INE266D01021
HOTELRUGBY,EQ,2022-10-13,INE024L01027
HOVS,EQ,2022-10-13,INE224A01026
HPAL,EQ,2022-10-13,INE544R01021
HPL,EQ,2022-10-13,INE08ZM01014
HSCL,EQ,2022-10-13,INE461C01038
HTMEDIA,EQ,2022-10-13,INE999K01014
HUBTOWN,EQ,2022-10-13,INE536A01023
HUHTAMAKI,EQ,2022-10-13,INE026A01025
IBREALEST,EQ,2022-10-13,INE246F01010
ICDSLTD,EQ,2022-10-13,INE066F01012
ICEMAKE,EQ,2022-10-13,INE419U01012
ICICIBANK,EQ,2022-10-13,INE626Z01011
ICICIGI,EQ,2022-10-13,INE00EV01017
ICICIPRULI,EQ,2022-10-13,INE544A01019
ICIL,EQ,2022-10-13,INE0JUS01029
ICRA,EQ,2022-10-13,INE982F01036
IDBI,EQ,2022-10-13,INE473B01035
IDEA,EQ,2022-10-13,INE176B01034
IDFC,BE,2022-10-13,INE293B01029
IDFCFIRSTB,EQ,2022-10-13,INE292B01021
IEX,EQ,2022-10-13,INE550B01022
IFBAGRO,EQ,2022-10-13,INE549A01026
IFBIND,EQ,2022-10-13,INE075I01017
IFGLEXPOR,EQ,2022-10-13,INE127D01025
IGARASHI,EQ,2022-10-13,INE040A01034
IGL,EQ,2022-10-13,INE795G01014
IGPL,BZ,2022-10-13,INE191I01012
IIFLSEC,EQ,2022-10-13,INE158A01026
IIFLWAM,EQ,2022-10-13,INE782E01017
IITL,EQ,2022-10-13,INE750M01017
IL&FSENGG,EQ,2022-10-13,INE548A01028
IL&FSTRANS,EQ,2022-10-13,INE926X01010
IMAGICAA,EQ,2022-10-13,INE170I01016
IMFA,EQ,2022-10-13,INE475B01022
IMPAL,EQ,2022-10-13,INE557A01011
IMPEXFERRO,EQ,2022-10-13,INE788H01017
INCREDIBLE,EQ,2022-10-13,INE049A01027
INDBANK,EQ,2022-10-13,INE038A01020
INDHOTEL,EQ,2022-10-13,INE310C01029
INDIACEM,EQ,2022-10-13,INE642Y01011
INDIAGLYCO,EQ,2022-10-13,INE531E01026
INDIAMART,EQ,2022-10-13,INE253A01025
INDIANB,BE,2022-10-13,INE952A01022
INDIANCARD,EQ,2022-10-13,INE345A01011
INDIANHUME,EQ,2022-10-13,INE094A01015
INDIGO,EQ,2022-10-13,INE030A01027
INDIGOPNTS,EQ,2022-10-13,INE05AN01011
INDLMETER,EQ,2022-10-13,INE267A01025
INDNIPPON,EQ,2022-10-13,INE835D01023
INDOAMIN,EQ,2022-10-13,INE598C01011
INDOBORAX,EQ,2022-10-13,INE106T01017
INDOCO,EQ,2022-10-13,INE120D01012
INDORAMA,EQ,2022-10-13,INE127B01011
INDOSTAR,EQ,2022-10-13,INE461D01010
INDOTECH,EQ,2022-10-13,INE102A01024
INDOTHAI,BZ,2022-10-13,INE262A01018
INDOWIND,EQ,2022-10-13,INE871K01015
INDRAMEDCO,EQ,2022-10-13,INE254N01026
INDSWFTLAB,EQ,2022-10-13,INE481N01025
INDSWFTLTD,EQ,2022-10-13,INE671A01010
INDTERRAIN,EQ,2022-10-13,INE634A01018
INDUSINDBK,BE,2022-10-13,INE275F01019
INDUSTOWER,EQ,2022-10-13,INE596H01014
INEOSSTYRO,EQ,2022-10-13,INE0GSL01016
INFIBEAM,EQ,2022-10-13,INE495S01016
INFOBEAN,EQ,2022-10-13,INE019C01026
INFOMEDIA,EQ,2022-10-13,INE501G01024
INFY,BE,2022-10-13,INE703H01016
INGERRAND,EQ,2022-10-13,INE275B01026
INOXLEISUR,EQ,2022-10-13,INE069I01010
INOXWIND,BE,2022-10-13,INE613B01010
INSECTICID,BE,2022-10-13,INE520Y01019
INSPIRISYS,EQ,2022-10-13,INE090A01021
INTELLECT,EQ,2022-10-13,INE765G01017
INTENTECH,EQ,2022-10-13,INE726G01019
INTLCONV,EQ,2022-10-13,INE483B01026
INVENTURE,EQ,2022-10-13,INE725G01011
IOB,EQ,2022-10-13,INE008A01015
IOC,EQ,2022-10-13,INE669E01016
IOLCP,EQ,2022-10-13,INE043D01016
IONEXCHANG,EQ,2022-10-13,INE092T01019
IPCALAB,EQ,2022-10-13,INE022Q01020
IPL,EQ,2022-10-13,INE076C01018
IRB,EQ,2022-10-13,INE559A01017
IRCON,EQ,2022-10-13,INE133Y01011
IRCTC,EQ,2022-10-13,INE188B01013
IRIS,EQ,2022-10-13,INE452L01012
IRISDOREME,EQ,2022-10-13,INE841B01017
ISEC,EQ,2022-10-13,INE053A01029
ISFT,EQ,2022-10-13,INE383A01012
ISGEC,EQ,2022-10-13,INE560A01015
ISMTLTD,EQ,2022-10-13,INE933S01016
ITC,EQ,2022-10-13,INE562A01011
ITDC,EQ,2022-10-13,INE061A01014
ITDCEM,EQ,2022-10-13,INE323C01030
ITI,EQ,2022-10-13,INE646L01027
IVC,EQ,2022-10-13,INE09VQ01012
IVP,BE,2022-10-13,INE065B01013
IWEL,EQ,2022-10-13,INE092B01025
IZMO,EQ,2022-10-13,INE760F01028
J&KBANK,EQ,2022-10-13,INE803D01021
JAGRAN,EQ,2022-10-13,INE873D01024
JAGSNPHARM,EQ,2022-10-13,INE156A01020
JAIBALAJI,BE,2022-10-13,INE896L01010
JAICORPLTD,EQ,2022-10-13,INE332H01014
JAIPURKURT,EQ,2022-10-13,INE337M01013
JAMNAAUTO,BE,2022-10-13,INE227G01018
JASH,EQ,2022-10-13,INE681B01017
JAYAGROGN,EQ,2022-10-13,INE915B01019
JAYBARMARU,EQ,2022-10-13,INE788B01028
JAYNECOIND,EQ,2022-10-13,INE611L01021
JAYSREETEA,EQ,2022-10-13,INE095A01012
JBCHEPHARM,EQ,2022-10-13,INE121J01017
JBFIND,EQ,2022-10-13,INE189B01011
JBMA,EQ,2022-10-13,INE483S01020
JCHAC,EQ,2022-10-13,INE344S01016
JETAIRWAYS,BE,2022-10-13,INE669A01022
JETFREIGHT,EQ,2022-10-13,INE009A01021
JHS,EQ,2022-10-13,INE177A01018
JINDALPHOT,EQ,2022-10-13,INE312H01016
JINDALPOLY,EQ,2022-10-13,INE066P01011
JINDALSAW,EQ,2022-10-13,INE070I01018
JINDALSTEL,EQ,2022-10-13,INE020G01017
JINDRILL,EQ,2022-10-13,INE306R01017
JINDWORLD,EQ,2022-10-13,INE781A01025
JISLDVREQS,EQ,2022-10-13,INE575C01027
JISLJALEQS,EQ,2022-10-13,INE878H01024
JITFINFRA,EQ,2022-10-13,INE565A01014
JKCEMENT,EQ,2022-10-13,INE242A01010
JKIL,EQ,2022-10-13,INE485C01011
JKLAKSHMI,EQ,2022-10-13,INE570A01014
JKPAPER,EQ,2022-10-13,INE571A01038
JKTYRE,EQ,2022-10-13,INE0D6701023
JMA,EQ,2022-10-13,INE821I01014
JMCPROJECT,EQ,2022-10-13,INE962Y01021
JMFINANCIL,EQ,2022-10-13,INE335Y01020
JOCIL,EQ,2022-10-13,INE864K01010
JPASSOCIAT,BE,2022-10-13,INE01GN01017
JPINFRATEC,EQ,2022-10-13,INE763G01038
JPOLYINVST,EQ,2022-10-13,INE566K01011
JPPOWER,EQ,2022-10-13,INE858B01029
JSL,EQ,2022-10-13,INE732F01019
JSLHISAR,EQ,2022-10-13,INE154A01025
JSWENERGY,EQ,2022-10-13,INE353K01014
JSWHL,EQ,2022-10-13,INE686A01026
JSWISPL,EQ,2022-10-13,INE248A01017
JSWSTEEL,EQ,2022-10-13,INE050B01023
JTEKTINDIA,EQ,2022-10-13,INE043C01018
JTLINFRA,EQ,2022-10-13,INE0FLR01028
JUBLFOOD,EQ,2022-10-13,INE848A01014
JUBLINDS,EQ,2022-10-13,INE168A01041
JUBLINGREA,EQ,2022-10-13,INE199G01027
JUBLPHARMA,EQ,2022-10-13,INE048B01027
JUSTDIAL,EQ,2022-10-13,INE091G01018
JWL,EQ,2022-10-13,INE070D01027
JYOTHYLAB,EQ,2022-10-13,INE696V01013
JYOTISTRUC,EQ,2022-10-13,INE039C01032
KABRAEXTRU,EQ,2022-10-13,INE039O01011
KAJARIACER,EQ,2022-10-13,INE785A01026
KAKATCEM,EQ,2022-10-13,INE571B01028
KALPATPOWR,EQ,2022-10-13,INE854B01010
KALYANIFRG,EQ,2022-10-13,INE364A01020
KALYANKJIL,EQ,2022-10-13,INE572A01028
KAMATHOTEL,EQ,2022-10-13,INE187A01017
KAMDHENU,EQ,2022-10-13,INE927D01044
KANANIIND,EQ,2022-10-13,INE782A01015
KANORICHEM,BZ,2022-10-13,INE802G01018
KANPRPLA,EQ,2022-10-13,INE982V01025
KANSAINER,EQ,2022-10-13,INE544H01014
KAPSTON,EQ,2022-10-13,INE796G01012
KARMAENG,EQ,2022-10-13,INE197D01010
KARURVYSYA,EQ,2022-10-13,INE324A01024
KAUSHALYA,EQ,2022-10-13,INE749A01030
KAVVERITEL,EQ,2022-10-13,INE742C01031
KAYA,EQ,2022-10-13,INE247D01039
KBCGLOBAL,EQ,2022-10-13,IN9175A01010
KCP,EQ,2022-10-13,INE175A01038
KCPSUGIND,BE,2022-10-13,INE863T01013
KDDL,EQ,2022-10-13,INE823G01014
KEC,EQ,2022-10-13,INE576I01022
KECL,EQ,2022-10-13,INE786A01032
KEEPLEARN,EQ,2022-10-13,INE789E01012
KEI,EQ,2022-10-13,INE573A01042
KELLTONTEC,EQ,2022-10-13,INE412C01023
KENNAMET,EQ,2022-10-13,INE890A01024
KERNEX,EQ,2022-10-13,INE780C01023
KESORAMIND,EQ,2022-10-13,INE839G01010
KEYFINSERV,EQ,2022-10-13,INE455F01025
KHADIM,BE,2022-10-13,INE099J01015
KHAICHEM,EQ,2022-10-13,INE147P01019
KHAITANLTD,EQ,2022-10-13,INE351F01018
KHANDSE,EQ,2022-10-13,INE220G01021
KICL,EQ,2022-10-13,INE455T01018
KILITCH,EQ,2022-10-13,INE121E01018
KIMS,EQ,2022-10-13,INE824G01012
KINGFA,EQ,2022-10-13,INE743C01021
KIOCL,EQ,2022-10-13,INE019A01038
KIRIINDUS,EQ,2022-10-13,INE643A01035
KIRLFER,EQ,2022-10-13,INE391J01024
KIRLOSBROS,EQ,2022-10-13,INE797F01020
KIRLOSENG,BE,2022-10-13,INE645L01011
KIRLOSIND,EQ,2022-10-13,INE0BY001018
KITEX,EQ,2022-10-13,INE700A01033
KKCL,EQ,2022-10-13,INE599M01018
KMSUGAR,BE,2022-10-13,INE209L01016
KNRCON,EQ,2022-10-13,INE668F01031
KOHINOOR,BZ,2022-10-13,INE197A01024
KOKUYOCMLN,EQ,2022-10-13,INE900B01029
KOLTEPATIL,EQ,2022-10-13,INE217B01036
KOPRAN,EQ,2022-10-13,INE437B01014
KOTAKBANK,EQ,2022-10-13,INE220B01022
KOTARISUG,BE,2022-10-13,INE314G01014
KOTHARIPET,EQ,2022-10-13,INE303R01014
KOTHARIPRO,BE,2022-10-13,INE967C01018
KOVAI,BE,2022-10-13,INE390H01012
KPIGREEN,EQ,2022-10-13,INE879E01037
KPITTECH,EQ,2022-10-13,INE138C01024
KPRMILL,EQ,2022-10-13,INE694E01014
KRBL,EQ,2022-10-13,INE531A01024
KREBSBIO,EQ,2022-10-13,INE542Z01010
KRIDHANINF,BE,2022-10-13,INE725L01011
KRISHANA,EQ,2022-10-13,INE036D01028
KRITI,EQ,2022-10-13,INE234I01010
KRITIKA,EQ,2022-10-13,INE641C01019
KRITINUT,EQ,2022-10-13,INE587G01015
KRSNAA,BE,2022-10-13,INE278R01034
KSB,EQ,2022-10-13,INE805C01028
KSCL,EQ,2022-10-13,INE790B01024
KSHITIJPOL,EQ,2022-10-13,INE291D01011
KSL,EQ,2022-10-13,INE389H01022
KSOLVES,EQ,2022-10-13,INE134B01017
KTKBANK,BE,2022-10-13,INE055C01020
KUANTUM,EQ,2022-10-13,INE878B01027
L&TFH,EQ,2022-10-13,INE164B01022
LAGNAM,EQ,2022-10-13,INE717A01029
LAKPRE,BE,2022-10-13,INE202H01019
LALPATHLAB,EQ,2022-10-13,INE087A01019
LAMBODHARA,EQ,2022-10-13,INE681C01015
LANCER,EQ,2022-10-13,INE834I01025
LAOPALA,EQ,2022-10-13,INE745B01028
LASA,EQ,2022-10-13,INE731C01018
LATENTVIEW,EQ,2022-10-13,INE060B01014
LAURUSLABS,EQ,2022-10-13,INE029L01018
LAXMICOT,EQ,2022-10-13,INE729D01010
LAXMIMACH,EQ,2022-10-13,INE967H01017
LCCINFOTEC,BE,2022-10-13,INE473D01015
LEMONTREE,EQ,2022-10-13,INE880L01014
LFIC,EQ,2022-10-13,INE415I01015
LGBBROSLTD,EQ,2022-10-13,INE884B01025
LGBFORGE,EQ,2022-10-13,INE732A01036
LIBAS,EQ,2022-10-13,INE146L01010
LIBERTSHOE,EQ,2022-10-13,INE250A01039
LICHSGFIN,EQ,2022-10-13,INE602G01020
LICI,EQ,2022-10-13,INE401H01017
LIKHITHA,EQ,2022-10-13,INE157H01023
LINC,EQ,2022-10-13,INE634I01029
LINCOLN,EQ,2022-10-13,INE080B01012
LINDEINDIA,EQ,2022-10-13,INE760A01029
LODHA,EQ,2022-10-13,INE094I01018
LOKESHMACH,EQ,2022-10-13,INE082A01010
LOTUSEYE,EQ,2022-10-13,INE237A01028
LOVABLE,EQ,2022-10-13,INE419A01022
LOYALTEX,EQ,2022-10-13,INE720A01015
LPDC,EQ,2022-10-13,INE823A01017
LSIL,EQ,2022-10-13,INE177F01017
LT,EQ,2022-10-13,INE542W01017
LTI,EQ,2022-10-13,INE04I401011
LTTS,EQ,2022-10-13,INE930H01031
LUMAXIND,EQ,2022-10-13,INE001B01026
LUMAXTECH,EQ,2022-10-13,INE268B01013
LUPIN,EQ,2022-10-13,INE524L01026
LUXIND,EQ,2022-10-13,INE506W01012
LXCHEM,EQ,2022-10-13,INE479D01038
LYKALABS,EQ,2022-10-13,INE00Z501029
LYPSAGEMS,EQ,2022-10-13,INE798K01010
M&M,EQ,2022-10-13,INE08LI01020
MAANALU,BE,2022-10-13,INE013801019
MACPOWER,EQ,2022-10-13,INE907A01026
MADHAV,EQ,2022-10-13,INE0D6I01015
MADHUCON,EQ,2022-10-13,INE614B01018
MADRASFERT,EQ,2022-10-13,INE529I01021
MAGADSUGAR,EQ,2022-10-13,INE498L01015
MAGNUM,EQ,2022-10-13,INE548Z01017
MAHABANK,BZ,2022-10-13,INE651C01018
MAHAPEXLTD,EQ,2022-10-13,INE600L01024
MAHASTEEL,EQ,2022-10-13,INE112F01022
MAHEPC,EQ,2022-10-13,INE359U01010
MAHESHWARI,EQ,2022-10-13,INE059D01020
MAHINDCIE,EQ,2022-10-13,INE670X01014
MAHLIFE,EQ,2022-10-13,INE0I7C01011
MAHLOG,EQ,2022-10-13,INE947Q01028
MAHSCOOTER,EQ,2022-10-13,INE801V01019
MAHSEAMLES,EQ,2022-10-13,INE269B01029
MAITHANALL,EQ,2022-10-13,INE938A01021
MALLCOM,EQ,2022-10-13,INE970X01018
MALUPAPER,EQ,2022-10-13,INE850E01012
MANAKALUCO,EQ,2022-10-13,INE337A01034
MANAKCOAT,BE,2022-10-13,INE201J01017
MANAKSIA,EQ,2022-10-13,INE908V01012
MANAKSTEEL,EQ,2022-10-13,INE557B01019
MANALIPETC,EQ,2022-10-13,INE115A01026
MANAPPURAM,EQ,2022-10-13,INE0J1Y01017
MANGALAM,EQ,2022-10-13,INE060901019
MANGCHEFER,EQ,2022-10-13,INE802B01019
MANGLMCEM,EQ,2022-10-13,INE405C01035
MANINDS,EQ,2022-10-13,INE473A01011
MANINFRA,EQ,2022-10-13,INE670K01029
MANORAMA,BE,2022-10-13,INE397H01017
MANORG,EQ,2022-10-13,INE947I01017
MANUGRAPH,EQ,2022-10-13,INE597L01014
MANYAVAR,EQ,2022-10-13,INE970D01010
MAPMYINDIA,EQ,2022-10-13,INE197J01017
MARALOVER,EQ,2022-10-13,INE093R01011
MARATHON,EQ,2022-10-13,INE018A01030
MARICO,EQ,2022-10-13,INE214T01019
MARINE,EQ,2022-10-13,INE010V01017
MARKSANS,EQ,2022-10-13,INE162B01018
MARSHALL,EQ,2022-10-13,INE872H01027
MARUTI,EQ,2022-10-13,INE326A01037
MASFIN,EQ,2022-10-13,INE150G01020
MASKINVEST,EQ,2022-10-13,INE576O01020
MASTEK,EQ,2022-10-13,INE933A01014
MATRIMONY,EQ,2022-10-13,INE142K01011
MAWANASUG,EQ,2022-10-13,INE101A01026
MAXHEALTH,EQ,2022-10-13,INE215I01019
MAXIND,EQ,2022-10-13,INE155Z01011
MAXVIL,EQ,2022-10-13,INE925C01016
MAYURUNIQ,BE,2022-10-13,INE378D01032
MAZDA,EQ,2022-10-13,INE414A01015
MAZDOCK,EQ,2022-10-13,INE347W01011
MBAPL,EQ,2022-10-13,INE387I01016
MBECL,EQ,2022-10-13,INE457A01014
MBLINFRA,BE,2022-10-13,INE843B01013
MCDOWELL-N,EQ,2022-10-13,INE451L01014
MCL,EQ,2022-10-13,INE215D01010
MCLEODRUSS,EQ,2022-10-13,INE263W01010
MCX,EQ,2022-10-13,INE536H01010
MEDICAMEQ,EQ,2022-10-13,INE813A01018
MEDICO,EQ,2022-10-13,INE766P01016
MEDPLUS,EQ,2022-10-13,INE288A01013
MEGASOFT,EQ,2022-10-13,INE271B01025
MEGASTAR,EQ,2022-10-13,INE683C01011
MELSTAR,EQ,2022-10-13,INE389C01015
MENONBE,EQ,2022-10-13,INE383H01017
MEP,EQ,2022-10-13,INE859Q01017
MERCATOR,EQ,2022-10-13,INE830Q01018
METALFORGE,EQ,2022-10-13,INE015D01022
METROBRAND,EQ,2022-10-13,INE824Q01011
METROPOLIS,EQ,2022-10-13,INE201A01024
MFL,EQ,2022-10-13,INE522D01027
MFSL,EQ,2022-10-13,INE584F01014
MGEL,EQ,2022-10-13,INE558B01017
MGL,EQ,2022-10-13,INE347A01017
MHLXMIRU,EQ,2022-10-13,INE993A01026
MHRIL,EQ,2022-10-13,INE949H01023
MICEL,EQ,2022-10-13,INE00VM01010
MIDHANI,EQ,2022-10-13,INE370D01013
MINDACORP,EQ,2022-10-13,INE867A01022
MINDTECK,EQ,2022-10-13,INE825V01034
MINDTREE,EQ,2022-10-13,INE0BV301023
MIRCELECTR,EQ,2022-10-13,INE882A01013
MIRZAINT,EQ,2022-10-13,INE182D01020
MITCON,EQ,2022-10-13,INE196A01026
MITTAL,EQ,2022-10-13,INE01JE01028
MMFL,EQ,2022-10-13,INE750C01026
MMP,EQ,2022-10-13,INE00SZ01018
MMTC,EQ,2022-10-13,INE585B01010
MODIRUBBER,EQ,2022-10-13,INE348L01012
MODISONLTD,BE,2022-10-13,INE885F01015
MOHITIND,EQ,2022-10-13,INE759A01021
MOIL,EQ,2022-10-13,INE866R01028
MOKSH,EQ,2022-10-13,INE636A01039
MOL,EQ,2022-10-13,INE027H01010
MOLDTECH,EQ,2022-10-13,INE0CG601016
MOLDTKPAC,EQ,2022-10-13,INE154U01015
MONARCH,EQ,2022-10-13,INE040D01038
MONTECARLO,EQ,2022-10-13,INE885E01034
MORARJEE,EQ,2022-10-13,INE249Z01012
MOREPENLAB,BE,2022-10-13,INE900L01010
MOTHERSON,BE,2022-10-13,INE748A01016
MOTILALOFS,EQ,2022-10-13,INE912H01013
MOTOGENFIN,EQ,2022-10-13,INE854D01024
MPHASIS,EQ,2022-10-13,INE813V01022
MPSLTD,EQ,2022-10-13,INE942G01012
MRF,EQ,2022-10-13,INE745G01035
MRO-TEK,EQ,2022-10-13,INE646B01010
MRPL,BE,2022-10-13,INE630Y01016
MSPL,EQ,2022-10-13,INE804L01022
MSTCLTD,EQ,2022-10-13,INE933B01012
MSUMI,BE,2022-10-13,INE00EM01016
MTARTECH,BZ,2022-10-13,INE817A01019
MTEDUCARE,EQ,2022-10-13,INE071D01033
MTNL,EQ,2022-10-13,INE776I01010
MUKANDLTD,BE,2022-10-13,INE934B01028
MUKTAARTS,BZ,2022-10-13,INE425A01011
MUNJALAU,EQ,2022-10-13,INE317I01021
MUNJALSHOW,EQ,2022-10-13,INE112L01020
MURUDCERA,EQ,2022-10-13,INE071N01016
MUTHOOTCAP,EQ,2022-10-13,INE180A01020
MUTHOOTFIN,EQ,2022-10-13,INE0APB01024
NACLIND,EQ,2022-10-13,INE002S01010
NAGAFERT,EQ,2022-10-13,INE112D01035
NAGREEKCAP,EQ,2022-10-13,INE998I01010
NAGREEKEXP,BE,2022-10-13,INE287C01037
NAHARCAP,EQ,2022-10-13,INE099Z01011
NAHARINDUS,EQ,2022-10-13,INE842C01021
NAHARPOLY,EQ,2022-10-13,INE110B01017
NAHARSPING,EQ,2022-10-13,INE018I01017
NAM-INDIA,EQ,2022-10-13,INE831A01028
NATCOPHARM,EQ,2022-10-13,INE771A01026
NATHBIOGEN,BE,2022-10-13,INE828O01033
NATIONALUM,EQ,2022-10-13,INE997Y01019
NATNLSTEEL,EQ,2022-10-13,INE227C01017
NAUKRI,EQ,2022-10-13,INE511Y01018
NAVA,EQ,2022-10-13,INE123F01029
NAVINFLUOR,BE,2022-10-13,INE832A01018
