SYMBOL,SERIES,TIMESTAMP,ISIN
TOTAL,EQ,2022-10-13,INE107A01015
TOUCHWOOD,BE,2022-10-13,INE141D01018
TPLPLASTEH,EQ,2022-10-13,INE932C01012
TREEHOUSE,EQ,2022-10-13,INE685A01028
TREJHARA,EQ,2022-10-13,INE813H01021
TRENT,EQ,2022-10-13,INE336X01012
TRF,BE,2022-10-13,INE486Y01013
TRIDENT,EQ,2022-10-13,INE413G01014
TRIGYN,EQ,2022-10-13,INE040M01013
TRIL,EQ,2022-10-13,INE00CA01015
TRITURBINE,EQ,2022-10-13,INE849A01020
TRIVENI,EQ,2022-10-13,INE391D01019
TRU,EQ,2022-10-13,INE064C01022
TTKHLTCARE,EQ,2022-10-13,INE948A01012
TTKPRESTIG,EQ,2022-10-13,INE763I01026
TTL,EQ,2022-10-13,INE152M01016
TTML,EQ,2022-10-13,INE256C01024
TV18BRDCST,EQ,2022-10-13,INE615R01029
TVSELECT,EQ,2022-10-13,INE910C01018
TVSMOTOR,EQ,2022-10-13,INE690A01028
TVSSRICHAK,EQ,2022-10-13,INE592B01016
TVTODAY,BE,2022-10-13,INE517B01013
TVVISION,EQ,2022-10-13,INE886H01027
TWL,EQ,2022-10-13,INE236G01019
UBL,EQ,2022-10-13,INE494B01023
UCALFUEL,EQ,2022-10-13,INE421C01016
UCOBANK,EQ,2022-10-13,INE038F01029
UDAICEMENT,BE,2022-10-13,INE871L01013
UFLEX,BE,2022-10-13,INE615H01020
UFO,EQ,2022-10-13,INE686F01025
UGARSUGAR,EQ,2022-10-13,INE139B01016
UJAAS,BE,2022-10-13,INE899L01022
UJJIVAN,EQ,2022-10-13,INE334L01012
UJJIVANSFB,EQ,2022-10-13,INE551W01018
ULTRACEMCO,EQ,2022-10-13,INE481G01011
UMAEXPORTS,EQ,2022-10-13,INE0GIU01018
UMANGDAIRY,EQ,2022-10-13,INE864B01027
UMESLTD,EQ,2022-10-13,INE240C01028
UNICHEMLAB,EQ,2022-10-13,INE351A01035
UNIDT,EQ,2022-10-13,INE961D01019
UNIENTER,EQ,2022-10-13,INE037A01022
UNIINFO,EQ,2022-10-13,INE481Z01011
UNIONBANK,EQ,2022-10-13,INE692A01016
UNITECH,BZ,2022-10-13,INE694A01020
UNITEDPOLY,EQ,2022-10-13,INE368U01011
UNITEDTEA,EQ,2022-10-13,INE458F01011
UNIVASTU,EQ,2022-10-13,INE562X01013
UNIVCABLES,EQ,2022-10-13,INE279A01012
UNIVPHOTO,EQ,2022-10-13,INE03V001013
UNOMINDA,EQ,2022-10-13,INE405E01023
UPL,EQ,2022-10-13,INE628A01036
URJA,BE,2022-10-13,INE550C01020
USHAMART,EQ,2022-10-13,INE228A01035
UTIAMC,EQ,2022-10-13,INE094J01016
UTTAMSTL,BE,2022-10-13,INE699A01011
UTTAMSUGAR,EQ,2022-10-13,INE786F01031
V2RETAIL,EQ,2022-10-13,INE945H01013
VADILALIND,EQ,2022-10-13,INE694D01016
VAIBHAVGBL,EQ,2022-10-13,INE884A01027
VAISHALI,EQ,2022-10-13,INE972X01014
VAKRANGEE,EQ,2022-10-13,INE051B01021
VALIANTORG,EQ,2022-10-13,INE565V01010
VARDHACRLC,EQ,2022-10-13,INE116G01013
VARDMNPOLY,EQ,2022-10-13,INE835A01011
VARROC,EQ,2022-10-13,INE665L01035
VASCONEQ,EQ,2022-10-13,INE893I01013
VASWANI,EQ,2022-10-13,INE590L01019
VBL,EQ,2022-10-13,INE200M01013
VCL,EQ,2022-10-13,INE098201028
VEDL,EQ,2022-10-13,INE205A01025
VENKEYS,EQ,2022-10-13,INE398A01010
VENUSPIPES,EQ,2022-10-13,INE0JA001018
VENUSREM,EQ,2022-10-13,INE411B01019
VERANDA,EQ,2022-10-13,INE0IQ001011
VERTOZ,EQ,2022-10-13,INE188Y01015
VESUVIUS,EQ,2022-10-13,INE386A01015
VETO,EQ,2022-10-13,INE918N01018
VGUARD,EQ,2022-10-13,INE951I01027
VHL,EQ,2022-10-13,INE701A01023
VIDHIING,EQ,2022-10-13,INE632C01026
VIJAYA,EQ,2022-10-13,INE043W01024
VIJIFIN,EQ,2022-10-13,INE159N01027
VIKASECO,EQ,2022-10-13,INE806A01020
VIKASLIFE,EQ,2022-10-13,INE161L01027
VIKASPROP,BE,2022-10-13,INE767B01022
VIKASWSP,BZ,2022-10-13,INE706A01022
VIMTALABS,EQ,2022-10-13,INE579C01029
VINATIORGA,EQ,2022-10-13,INE410B01037
VINDHYATEL,EQ,2022-10-13,INE707A01012
VINEETLAB,EQ,2022-10-13,INE505Y01010
VINYLINDIA,BE,2022-10-13,INE250B01029
VIPCLOTHNG,EQ,2022-10-13,INE450G01024
VIPIND,EQ,2022-10-13,INE054A01027
VIPULLTD,EQ,2022-10-13,INE946H01037
VISAKAIND,EQ,2022-10-13,INE392A01013
VISASTEEL,EQ,2022-10-13,INE286H01012
VISESHINFO,EQ,2022-10-13,INE861A01058
VISHAL,EQ,2022-10-13,INE755Q01025
VISHNU,EQ,2022-10-13,INE270I01014
VISHWARAJ,EQ,2022-10-13,INE430N01022
VIVIDHA,EQ,2022-10-13,INE370E01029
VIVIMEDLAB,EQ,2022-10-13,INE526G01021
VLSFINANCE,EQ,2022-10-13,INE709A01018
VMART,EQ,2022-10-13,INE665J01013
VOLTAMP,EQ,2022-10-13,INE540H01012
VOLTAS,EQ,2022-10-13,INE226A01021
VRLLOG,EQ,2022-10-13,INE366I01010
VSSL,EQ,2022-10-13,INE050M01012
VSTIND,EQ,2022-10-13,INE710A01016
VSTTILLERS,EQ,2022-10-13,INE764D01017
VTL,EQ,2022-10-13,INE825A01020
WABAG,EQ,2022-10-13,INE956G01038
WALCHANNAG,BE,2022-10-13,INE711A01022
WANBURY,BE,2022-10-13,INE107F01022
WATERBASE,EQ,2022-10-13,INE054C01015
WEALTH,EQ,2022-10-13,INE658T01017
WEBELSOLAR,EQ,2022-10-13,INE855C01015
WEIZMANIND,EQ,2022-10-13,INE080A01014
WELCORP,EQ,2022-10-13,INE191B01025
WELENT,EQ,2022-10-13,INE625G01013
WELINV,EQ,2022-10-13,INE389K01018
WELSPUNIND,EQ,2022-10-13,INE192B01031
WENDT,EQ,2022-10-13,INE274C01019
WESTLIFE,EQ,2022-10-13,INE274F01020
WEWIN,BE,2022-10-13,INE082W01014
WFL,EQ,2022-10-13,INE02WG01016
WHEELS,EQ,2022-10-13,INE715A01015
WHIRLPOOL,EQ,2022-10-13,INE716A01013
WILLAMAGOR,BE,2022-10-13,INE210A01017
WINDLAS,EQ,2022-10-13,INE0H5O01029
WINDMACHIN,EQ,2022-10-13,INE052A01021
WINPRO,EQ,2022-10-13,INE974C01022
WIPL,BE,2022-10-13,INE215F01023
WIPRO,EQ,2022-10-13,INE075A01022
WOCKPHARMA,EQ,2022-10-13,INE049B01025
WONDERLA,EQ,2022-10-13,INE066O01014
WORTH,EQ,2022-10-13,INE196Y01018
WSTCSTPAPR,EQ,2022-10-13,INE976A01021
XCHANGING,EQ,2022-10-13,INE692G01013
XELPMOC,EQ,2022-10-13,INE01P501012
XPROINDIA,EQ,2022-10-13,INE445C01015
YAARI,EQ,2022-10-13,INE126M01010
YESBANK,EQ,2022-10-13,INE528G01035
YUKEN,EQ,2022-10-13,INE384C01016
ZEEL,EQ,2022-10-13,INE256A01028
ZEELEARN,EQ,2022-10-13,INE565L01011
ZEEMEDIA,BE,2022-10-13,INE966H01019
ZENITHEXPO,EQ,2022-10-13,INE058B01018
ZENITHSTL,EQ,2022-10-13,INE318D01020
ZENSARTECH,EQ,2022-10-13,INE520A01027
ZENTEC,EQ,2022-10-13,INE251B01027
ZFCVINDIA,EQ,2022-10-13,INE342J01019
ZODIAC,EQ,2022-10-13,INE761Y01019
ZODIACLOTH,EQ,2022-10-13,INE206B01013
ZOMATO,EQ,2022-10-13,INE758T01015
ZOTA,EQ,2022-10-13,INE358U01012
ZUARI,EQ,2022-10-13,INE840M01016
ZUARIIND,EQ,2022-10-13,INE217A01012
ZYDUSLIFE,EQ,2022-10-13,INE010B01027
ZYDUSWELL,EQ,2022-10-13,INE768C01010
