SYMBOL,OPEN,LOW,HIGH,CLOSE,LAST,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,SERIES,TIMESTAMP,ISIN
MASKINVEST,331,328.4,334.7,329.5,329.5,349723,115585326.7,11008,EQ,2022-10-13,INE576O01020
MASTEK,133.05,127.6,134.1,128.3,127.85,32012,4178020.3,1100,EQ,2022-10-13,INE933A01014
MATRIMONY,6.15,5.75,6.15,5.95,5.95,8057,47103.95,43,EQ,2022-10-13,INE142K01011
MAWANASUG,1255,1240.5,1274.15,1248.2,1247.9,2137351,2684582795,62892,EQ,2022-10-13,INE101A01026
MAXHEALTH,178.95,174.55,184.2,176,175.3,76021,13623737.35,2965,EQ,2022-10-13,INE215I01019
MAXIND,369.8,364.05,408,380.05,378.5,217103,84436962.65,9114,EQ,2022-10-13,INE155Z01011
MAXVIL,42.6,39.55,43,40.1,40.05,89284,3619065.55,1102,EQ,2022-10-13,INE925C01016
MAYURUNIQ,5.65,5.5,5.8,5.55,5.55,18110,102098.9,70,BE,2022-10-13,INE378D01032
MAZDA,50.25,49.25,50.5,49.8,49.7,135627,6752650.6,1359,EQ,2022-10-13,INE414A01015
MAZDOCK,304.15,298,304.15,300,298.5,9007,2698668.55,441,EQ,2022-10-13,INE347W01011
MBAPL,16.95,15.95,16.95,16.1,16.05,232394,3821192,1084,EQ,2022-10-13,INE387I01016
MBECL,18,17.7,18.05,17.85,17.85,1486245,26541162.1,2651,EQ,2022-10-13,INE457A01014
MBLINFRA,97,92.25,97.8,94.1,94.95,183,17530.95,10,BE,2022-10-13,INE843B01013
MCDOWELL-N,70.4,68.75,72.9,70.15,71.4,14090,998548.4,459,EQ,2022-10-13,INE451L01014
MCL,101.7,99.8,104.1,100.8,101.15,36366,3672246.5,733,EQ,2022-10-13,INE215D01010
MCLEODRUSS,77.6,75.55,77.8,75.9,75.7,17979,1373166.3,280,EQ,2022-10-13,INE263W01010
MCX,303.9,303.65,315,305.8,304.8,960252,296634969,22575,EQ,2022-10-13,INE536H01010
MEDICAMEQ,441,428.4,444.85,431.35,432.1,185086,80132172.9,4199,EQ,2022-10-13,INE813A01018
MEDICO,520,516.25,523.75,518.55,518.7,37132,19263761.8,2845,EQ,2022-10-13,INE766P01016
MEDPLUS,4966,4940.05,5059,4969.65,4941.15,3703,18449331.2,1205,EQ,2022-10-13,INE288A01013
MEGASOFT,860,850.1,910,869.65,868.5,2627292,2314984449,79812,EQ,2022-10-13,INE271B01025
MEGASTAR,947.4,934.15,967,941.8,941.4,27499,26252418.65,3113,EQ,2022-10-13,INE683C01011
MELSTAR,695.5,670,710.1,706.6,705,6565,4574494.25,435,EQ,2022-10-13,INE389C01015
MENONBE,35.3,34.65,36,35.3,35.05,24937,877839.95,197,EQ,2022-10-13,INE383H01017
MEP,21.3,21,21.5,21.05,21.35,28946,615256.6,344,EQ,2022-10-13,INE859Q01017
MERCATOR,18,17.95,18.35,18.1,18.2,9528,173406.3,158,EQ,2022-10-13,INE830Q01018
METALFORGE,81.5,79.3,81.95,80.05,79.8,24572,1977760.5,569,EQ,2022-10-13,INE015D01022
METROBRAND,38.4,37.4,38.5,38.05,37.9,29523,1120795.6,322,EQ,2022-10-13,INE824Q01011
METROPOLIS,93.6,91.75,93.6,92.75,92.4,205307,19038850.5,5670,EQ,2022-10-13,INE201A01024
MFL,104.2,100.6,104.65,101.45,101.65,5304798,543122918.1,27548,EQ,2022-10-13,INE522D01027
MFSL,148.75,146.05,152.4,148.45,147,32822,4891636.25,836,EQ,2022-10-13,INE584F01014
MGEL,127,126.2,128.25,127.8,127.5,515822,65719901.55,2366,EQ,2022-10-13,INE558B01017
MGL,378.85,368.1,384.95,371,372.45,101357,38036692.3,5360,EQ,2022-10-13,INE347A01017
MHLXMIRU,92.45,91.3,93.75,91.9,91.7,32158,2971480.5,870,EQ,2022-10-13,INE993A01026
MHRIL,84.7,82.05,85.85,82.5,82.8,318493,26535764.3,4801,EQ,2022-10-13,INE949H01023
MICEL,1324,1270.65,1324,1286.95,1275.05,1344,1726159.75,260,EQ,2022-10-13,INE00VM01010
MIDHANI,553.95,548.25,556.7,551.95,553.9,2765,1527891.4,365,EQ,2022-10-13,INE370D01013
MINDACORP,15.45,14.65,15.45,14.85,14.75,1826,27054.2,28,EQ,2022-10-13,INE867A01022
MINDTECK,1427.2,1399.95,1427.2,1414.45,1418.5,42221,59769863.15,6489,EQ,2022-10-13,INE825V01034
MINDTREE,1377.95,1340,1377.95,1347.05,1348,22556,30617629.2,3048,EQ,2022-10-13,INE0BV301023
MIRCELECTR,66.9,64.3,66.9,64.7,64.9,15900,1028101.15,143,EQ,2022-10-13,INE882A01013
MIRZAINT,222.15,218.05,224.7,223.45,223,10018,2220238.25,369,EQ,2022-10-13,INE182D01020
MITCON,508.25,508,519.3,515.55,516.55,1374739,708669029.5,32927,EQ,2022-10-13,INE196A01026
MITTAL,31.65,31.45,32.25,31.6,32.1,69748,2221491.7,581,EQ,2022-10-13,INE01JE01028
MMFL,49.35,49.05,51.35,50.15,50.2,3353824,167620277,12419,EQ,2022-10-13,INE750C01026
MMP,29,28.4,31.9,30.45,30.25,203270,6186063.6,1359,EQ,2022-10-13,INE00SZ01018
MMTC,8665,8592,8785.45,8649.55,8664,355605,3081114686,52563,EQ,2022-10-13,INE585B01010
MODIRUBBER,750.05,738.4,766.95,755.1,750.5,9745,7318774.85,1679,EQ,2022-10-13,INE348L01012
MODISONLTD,123.2,123.2,123.2,123.2,123.2,320,39424,7,BE,2022-10-13,INE885F01015
MOHITIND,1658.5,1631,1667.95,1638.4,1638,38750,63645355.55,4093,EQ,2022-10-13,INE759A01021
MOIL,625.25,620.2,633.55,627.85,631.35,7126,4479397.15,806,EQ,2022-10-13,INE866R01028
MOKSH,86.5,85.65,88.45,87.05,86.9,149189,13026044.65,3261,EQ,2022-10-13,INE636A01039
MOL,420,414.05,435.9,429.15,428,3306834,1421500496,53322,EQ,2022-10-13,INE027H01010
MOLDTECH,83.5,81.7,83.9,82.45,82.5,20305,1677983.45,369,EQ,2022-10-13,INE0CG601016
MOLDTKPAC,184.8,179.6,189.45,183.1,182,185432,33894408.6,3466,EQ,2022-10-13,INE154U01015
MONARCH,477.85,475.1,486.6,479.65,479.35,66743,32037136.95,4538,EQ,2022-10-13,INE040D01038
MONTECARLO,618.75,608.05,619,612.15,610.6,2391,1464450.35,312,EQ,2022-10-13,INE885E01034
MORARJEE,616.9,616.05,643.8,623.75,624.75,7495550,4740463029,114341,EQ,2022-10-13,INE249Z01012
MOREPENLAB,920,900.05,920,909.7,913.95,10277,9283593.25,386,BE,2022-10-13,INE900L01010
MOTHERSON,3.5,3.25,3.5,3.3,3.3,278635,907880.25,183,BE,2022-10-13,INE748A01016
MOTILALOFS,19.85,19.15,20.2,19.4,19.4,27216,530960.25,155,EQ,2022-10-13,INE912H01013
MOTOGENFIN,831.25,824,842,827.15,827.1,1076032,895924248.6,50717,EQ,2022-10-13,INE854D01024
MPHASIS,27.35,25.9,27.35,26.05,26,24567,649224.45,219,EQ,2022-10-13,INE813V01022
MPSLTD,28,27.95,29.35,28.55,28.75,349442,9983975.8,1831,EQ,2022-10-13,INE942G01012
MRF,1325.25,1310,1330.8,1318.1,1319.6,226789,299307673.5,9528,EQ,2022-10-13,INE745G01035
MRO-TEK,941,920.4,960.5,930.7,928,6150,5770683.6,1322,EQ,2022-10-13,INE646B01010
MRPL,137.7,137.7,143,140.15,142.95,3187,443406.1,19,BE,2022-10-13,INE630Y01016
MSPL,592.15,590.5,610.55,600.6,602,36759,22101544.7,3379,EQ,2022-10-13,INE804L01022
MSTCLTD,36.55,34.2,36.75,34.8,34.9,107030,3788343.35,924,EQ,2022-10-13,INE933B01012
MSUMI,225.65,225,225.65,225.65,225.65,50529,11401001.9,349,BE,2022-10-13,INE00EM01016
MTARTECH,2.5,2.4,2.5,2.4,2.4,7878,19685,21,BZ,2022-10-13,INE817A01019
MTEDUCARE,110.2,108,112.9,108.9,108.2,107575,11803418.4,2718,EQ,2022-10-13,INE071D01033
MTNL,15.75,15.1,15.75,15.7,15.7,4528680,71081669.55,3885,EQ,2022-10-13,INE776I01010
MUKANDLTD,1.15,1.15,1.2,1.15,1.15,177958,207480.95,191,BE,2022-10-13,INE934B01028
MUKTAARTS,4.15,4.15,4.35,4.35,4.35,2942,12580.95,35,BZ,2022-10-13,INE425A01011
MUNJALAU,916.4,881.1,924.9,892.1,892,273081,246014701.7,18257,EQ,2022-10-13,INE317I01021
MUNJALSHOW,1575,1540,1595,1584.85,1579.2,119324,188968205.8,7311,EQ,2022-10-13,INE112L01020
MURUDCERA,1601.95,1576.75,1618.3,1590.05,1586.2,48438,77369290.85,4805,EQ,2022-10-13,INE071N01016
MUTHOOTCAP,747,729.45,751.6,739.5,740,237153,174858418.8,10324,EQ,2022-10-13,INE180A01020
MUTHOOTFIN,36.7,34.45,37.1,35.1,35.15,115893,4113089,429,EQ,2022-10-13,INE0APB01024
NACLIND,779.75,779.75,792.2,782.7,784.1,234859,184405100.9,14401,EQ,2022-10-13,INE002S01010
NAGAFERT,152.25,146.15,153,150.35,150.8,4435,664737.25,241,EQ,2022-10-13,INE112D01035
NAGREEKCAP,276,270.2,278,272.85,272,186209,50826397.1,6692,EQ,2022-10-13,INE998I01010
NAGREEKEXP,11.9,11.85,12.5,11.95,12,124548,1493761.75,459,BE,2022-10-13,INE287C01037
NAHARCAP,232.7,228.05,237.9,230.4,229.5,863638,200691880,14590,EQ,2022-10-13,INE099Z01011
NAHARINDUS,208.7,207.1,211.55,208.85,208.95,148262,31028314.6,5816,EQ,2022-10-13,INE842C01021
NAHARPOLY,141,137.05,141,139.25,140.95,18829,2616396.45,609,EQ,2022-10-13,INE110B01017
NAHARSPING,3345.9,3273.5,3348,3323.65,3318,413243,1367644110,27405,EQ,2022-10-13,INE018I01017
NAM-INDIA,17.75,17.15,18.05,17.25,17.15,234413,4113116.65,706,EQ,2022-10-13,INE831A01028
NATCOPHARM,331.55,325,354,346.55,347,724036,247756992.9,20189,EQ,2022-10-13,INE771A01026
NATHBIOGEN,65,65,69.3,68.2,69.3,5348,364398.55,46,BE,2022-10-13,INE828O01033
NATIONALUM,11.8,11.55,11.9,11.75,11.75,5236,61613.6,48,EQ,2022-10-13,INE997Y01019
NATNLSTEEL,802.2,796.2,823,816.85,816.9,12745,10278116.8,2146,EQ,2022-10-13,INE227C01017
NAUKRI,167.1,161.9,167.1,162.7,162.4,1633,267978.25,56,EQ,2022-10-13,INE511Y01018
NAVA,36,34.9,36.05,35.55,35.65,1733122,61319183.4,9746,EQ,2022-10-13,INE123F01029
NAVINFLUOR,79.25,74,79.25,74.2,74.2,1520,114743.3,20,BE,2022-10-13,INE832A01018
NAVKARCORP,71.8,69.25,71.8,69.95,70,29416,2070870.1,589,EQ,2022-10-13,INE737D01021
NAVNETEDUL,18.05,18,18.5,18.05,18,7448,135111.25,73,EQ,2022-10-13,INE954E01012
NAZARA,151.75,150.4,152,151.05,150.75,43958,6648344.1,1781,EQ,2022-10-13,INE490G01020
NBCC,14.2,13.8,14.5,14.05,14.05,128242,1816749.35,366,EQ,2022-10-13,INE514Y01020
NBIFIN,119,116.1,119.75,116.65,117.05,968104,113556905.3,7813,EQ,2022-10-13,INE0CT101020
NCC,90.65,90.05,90.7,90.15,90.15,15887,1432766.8,210,EQ,2022-10-13,INE835B01035
NCLIND,859.95,840.3,864,847.15,847,22416,19051622.4,3866,EQ,2022-10-13,INE893J01029
NDGL,347.95,336.7,351.75,347.1,345,11620,3988924.5,515,EQ,2022-10-13,INE903D01011
NDL,750,712,757.6,715.55,714.85,119891,86526989.5,10462,EQ,2022-10-13,INE950M01013
NDRAUTO,17.3,17.3,18.3,17.9,17.85,3919,70367.65,49,EQ,2022-10-13,INE161G01027
NDTV,28.5,27.8,28.6,27.9,28.05,1104080,30969285.85,3684,EQ,2022-10-13,INE083A01026
NECCLTD,73.5,71.1,74,71.35,71.35,7032725,504854505.1,52726,EQ,2022-10-13,INE775A01035
NECLIFE,705,698.2,716.4,702.7,705.8,51879,36594419.3,3301,EQ,2022-10-13,INE338I01027
NELCAST,27.9,26.35,27.9,26.7,27.2,1413,38494.95,55,EQ,2022-10-13,INE861B01023
NELCO,2078,2059,2105.8,2086.6,2086,217471,453318902,13312,EQ,2022-10-13,INE356A01018
NEOGEN,656,631,662,659.2,652.3,7584,4927192.2,1140,EQ,2022-10-13,INE943D01017
NESCO,82369.85,81700,82700,82112.35,81880,8430,692870464.6,4736,EQ,2022-10-13,INE883A01011
NESTLEIND,65.25,64.25,67.9,66.05,66,7425,486508.2,180,EQ,2022-10-13,INE398B01018
NETWORK18,58.8,57.8,59,58.15,58.2,1045638,61028967.85,5148,EQ,2022-10-13,INE103A01014
NEULANDLAB,9.3,9.2,9.4,9.25,9.2,171988,1595640.55,427,EQ,2022-10-13,INE752G01015
NEWGEN,259.45,256.7,263.4,258.25,258.75,113539,29437974.75,3903,EQ,2022-10-13,INE255X01014
NEXTMEDIA,85.95,85.75,88,87.25,87.7,2746967,239262711.4,39854,EQ,2022-10-13,INE0FS801015
NFL,1608.9,1575,1618.85,1577.9,1580,44070,69988304.95,5426,EQ,2022-10-13,INE864I01014
NGIL,8.45,8.05,8.5,8.3,8.5,48470,400387.1,162,EQ,2022-10-13,INE472M01018
NGLFINE,21.7,21.35,21.8,21.45,21.5,702707,15148131.9,1776,EQ,2022-10-13,INE153A01019
NH,101.1,100.1,102,100.8,100.5,13826,1397265.95,214,EQ,2022-10-13,INE304A01026
NIACL,34.8,34.05,35.75,34.5,34.15,127616,4425677.25,1408,EQ,2022-10-13,INE692B01014
NIBL,255.3,248.1,255.9,248.95,248.7,23388,5882760.05,1340,EQ,2022-10-13,INE296G01013
NIITLTD,1029.5,1016,1030.05,1020.2,1018,593384,606784202.1,21510,EQ,2022-10-13,INE414G01012
NILAINFRA,75,74.1,75.5,75.2,74.5,37469,2806430.6,372,EQ,2022-10-13,INE295D01020
NILASPACES,7.7,7.7,8.05,8.05,8.05,277112,2173997.55,439,BE,2022-10-13,INE454M01024
NILKAMAL,12.15,11.25,13.15,12.3,11.85,4181,51841.55,43,EQ,2022-10-13,INE245I01016
NIPPOBATRY,41,37.15,41,38.65,38.75,20435,805152.15,286,EQ,2022-10-13,INE123B01028
NIRAJ,348,340.7,349.2,342.2,341,3184,1096284.7,385,EQ,2022-10-13,INE049I01012
NITCO,111.6,108.85,112.55,110.5,110.9,25815,2850505.5,450,EQ,2022-10-13,INE289A01011
NITINSPIN,327,318.8,327.95,319.95,320,13112,4209297.1,623,EQ,2022-10-13,INE308A01027
NITIRAJ,304,299.75,305.15,301.6,301.85,15196,4598280.45,1278,EQ,2022-10-13,INE290A01027
NLCINDIA,265.05,264.8,273.8,271.75,273.5,877065,236851241.6,10358,EQ,2022-10-13,INE298J01013
NMDC,593.5,588.1,598.95,596.3,594.9,200676,119218745.7,10042,EQ,2022-10-13,INE987B01026
NOCIL,160.45,156.1,161.5,158.2,158.95,14969,2373456.55,637,EQ,2022-10-13,INE448G01010
NOIDATOLL,72.2,70.9,72.9,72.3,72.55,22993510,1654274024,51484,EQ,2022-10-13,INE139A01034
NORBTEAEXP,4.3,4.3,4.3,4.3,4.3,4600,19780,9,BE,2022-10-13,INE088B01015
NOVARTIND,3775,3735,3795.95,3776.15,3786.35,162946,614139780.6,15706,EQ,2022-10-13,INE663F01024
NRAIL,185,183,186.8,185.75,186,278307,51429451.05,4820,EQ,2022-10-13,INE725A01022
NRBBEARING,4683.95,4576,4706.45,4600.5,4595,106791,493619941.1,10639,EQ,2022-10-13,INE048G01026
NSIL,57,56,57.55,56.9,56.9,419970,23836040,3166,EQ,2022-10-13,INE278M01019
NUCLEUS,1338.4,1310,1353,1344.4,1353,449,598530.45,64,EQ,2022-10-13,INE756C01015
NURECA,28.55,28.15,28.85,28.3,28.45,57062,1617989.45,473,EQ,2022-10-13,INE875G01030
NUVOCO,444.45,440,449.65,446.8,446.95,2128,947166.4,147,EQ,2022-10-13,INE07OG01012
NXTDIGITAL,343.8,331.05,345,335.55,337,42172,14176129.65,1133,BE,2022-10-13,INE155G01029
NYKAA,27.2,24.1,27.2,25.4,25.2,112410,2891719.05,787,EQ,2022-10-13,INE553C01016
OAL,21.6,21.2,21.75,21.4,21.4,78084,1676072.3,615,EQ,2022-10-13,INE023H01027
OBCL,77,74.15,78.05,74.6,74.7,125715,9488168.7,2006,EQ,2022-10-13,INE189I01024
OBEROIRLTY,881.15,861,897.35,866.25,866.1,74727,65359631.35,6226,EQ,2022-10-13,INE045B01015
OCCL,1490,1480.9,1501,1492,1495,8739,13055657.3,2900,EQ,2022-10-13,INE136S01016
OFSS,565.85,558.1,572,562.9,563,107201,60764211.2,4484,EQ,2022-10-13,INE317F01035
OIL,18790,18605,18921.65,18763.65,18752,30277,567695277.4,9988,EQ,2022-10-13,INE239A01016
OILCOUNTUB,68.7,67.2,68.85,67.6,67.65,384376,26075399,3245,EQ,2022-10-13,INE870H01013
OLECTRA,1545.95,1509.55,1597.95,1533.45,1521,41919,64986054.1,5197,EQ,2022-10-13,INE794A01010
OMAXAUTO,362,356,363.35,359.5,357,49793,17910636,5092,EQ,2022-10-13,INE619B01017
OMAXE,5.1,5.1,5.65,5.55,5.35,18910,104453.5,38,EQ,2022-10-13,INE747B01016
OMINFRAL,48.4,47.95,48.75,48.05,48.1,178358,8594994.9,1474,EQ,2022-10-13,INE870D01012
OMKARCHEM,125,122,128.4,122.8,122,1765,218779.6,96,EQ,2022-10-13,INE236Y01012
ONELIFECAP,1449.55,1411.65,1450,1445.95,1440.55,2138,3072151.2,521,EQ,2022-10-13,INE887E01022
ONEPOINT,696.05,691.05,719,714.4,714,630382,443207383.8,15546,EQ,2022-10-13,INE410P01011
ONGC,85.1,85,85.95,85.25,85.35,101402,8656945.05,1811,EQ,2022-10-13,INE470Y01017
ONMOBILE,22.7,21.25,22.85,21.35,21.25,36115,780707.15,230,EQ,2022-10-13,INE047O01014
ONWARDTEC,304.15,294.1,305.85,295.1,296.5,287047,85521944.85,10346,EQ,2022-10-13,INE161A01038
OPTIEMUS,6.3,6.15,6.7,6.35,6.45,485669,3120967.75,593,EQ,2022-10-13,INE937C01029
ORBTEXP,3.15,3,3.2,3.1,3.15,123157,379115.05,216,BE,2022-10-13,INE00S901012
ORCHPHARMA,2051.6,2031,2090.95,2068.25,2063.2,12712,25994332.4,848,EQ,2022-10-13,INE310A01015
ORICONENT,405.95,392,409,403.05,400.1,15556,6226976.7,2107,EQ,2022-10-13,INE567A01028
ORIENTABRA,31.2,30.3,31.5,30.8,30.35,3462,107480.2,141,EQ,2022-10-13,INE368I01016
ORIENTALTL,23.8,22.55,23.8,22.8,22.7,25210,579730.35,205,EQ,2022-10-13,INE858F01012
ORIENTBELL,215,208.35,215,209.45,209,83286,17598760.85,2916,EQ,2022-10-13,INE229H01012
ORIENTCEM,80.55,78.3,80.9,78.85,78.5,5629,450531.65,198,EQ,2022-10-13,INE439T01012
ORIENTELEC,68.15,67.8,69.4,68.75,68.7,2187074,149865375.2,10799,EQ,2022-10-13,INE589A01014
ORIENTHOT,130.95,126,131.5,129,129,14964175,1917729444,44046,EQ,2022-10-13,INE584A01023
ORIENTLTD,258,253.2,259.5,254.15,254,890441,228595331.9,16303,EQ,2022-10-13,INE163A01018
ORIENTPPR,8,7.85,8.1,8,8,85637,685058.8,154,EQ,2022-10-13,INE781B01015
ORISSAMINE,7.1,6.8,7.1,6.8,6.8,110,751,6,EQ,2022-10-13,INE369C01017
ORTEL,683.1,676,685.1,677.4,676,10578,7196341.95,331,EQ,2022-10-13,INE234A01025
ORTINLAB,415.4,399.5,424.9,402.15,401.65,28814,11656330.55,1062,EQ,2022-10-13,INE740D01017
OSWALAGRO,172,169,173.8,170.45,169.7,90763,15540251.05,4014,EQ,2022-10-13,INE349A01021
PAGEIND,1608,1577.8,1705,1684,1690,1627,2730820.35,265,EQ,2022-10-13,INE023A01030
PAISALO,399,395.1,403,399.4,398.15,6991,2791823,671,EQ,2022-10-13,INE096B01018
PALASHSECU,879,857.55,879,864.45,860,16671,14448872.8,2625,EQ,2022-10-13,INE0DSF01015
PALREDTEC,401.5,396,412.5,398.35,397.4,191056,76964809.9,12641,EQ,2022-10-13,INE118D01016
PANACEABIO,417,417,428.9,422.15,421.2,4941,2087320.8,329,EQ,2022-10-13,INE353A01023
PANACHE,1259,1207.05,1260,1214.8,1221.2,585363,718900256.3,42264,EQ,2022-10-13,INE388Y01029
PANAMAPET,494.15,478.55,496.7,481.5,483.5,10359,5025753.6,1131,EQ,2022-10-13,INE959C01023
PANSARI,98.3,96.1,98.3,97.45,98,4646,451772.8,141,EQ,2022-10-13,INE426Z01016
PAR,908,890.75,915.8,899.15,900,377775,340268412.3,17455,EQ,2022-10-13,INE093I01010
PARACABLES,877.95,870.1,884.25,872.65,877.4,2026,1772775.75,270,EQ,2022-10-13,INE321D01016
PARADEEP,2935,2905.2,2935,2929.95,2926.45,52621,153553172.3,7161,EQ,2022-10-13,INE881D01027
PARAGMILK,186.3,186.3,190,189.05,189.15,1092385,206115626.9,12797,EQ,2022-10-13,INE274J01014
PARAS,14.9,14,15.3,14.45,14.65,26044,371281.95,185,BE,2022-10-13,INE591A01010
PARSVNATH,607.7,598,617.9,601.55,600.1,283701,172573106.7,5232,EQ,2022-10-13,INE260D01016
PASUPTAC,83.75,79.1,84.4,79.9,79.25,333340,27136881.65,8220,EQ,2022-10-13,INE090B01011
PATANJALI,94.85,92.9,94.9,93.55,93.75,26587,2488463.25,563,EQ,2022-10-13,INE800H01010
PATELENG,34.9,34.9,35.55,35.1,35.25,44970,1580315.7,254,EQ,2022-10-13,INE239D01028
PATINTLOG,18.4,16.7,18.4,16.8,16.7,52205,892487.35,343,EQ,2022-10-13,INE474L01016
PAYTM,14.15,13.55,14.4,13.95,14.1,3576,49887.35,53,EQ,2022-10-13,INE912L01015
PCBL,14.5,13.35,14.65,14,14,549797,7624159.55,1468,EQ,2022-10-13,INE840Y01029
PCJEWELLER,131.2,127.65,131.85,129.85,130,13320136,1723507835,62333,EQ,2022-10-13,INE213A01029
PDMJEPAPER,111.9,110.35,112.5,110.8,111,248037,27551050.7,4734,EQ,2022-10-13,INE809I01019
PDPL,267.95,260,267.95,260.1,260.05,10069,2623816.3,315,EQ,2022-10-13,INE229A01017
PDSL,234.4,230.1,247.8,243.3,243.15,290100,69477378.25,4493,EQ,2022-10-13,INE350C01017
PEARLPOLY,157.15,153.6,158.7,156.45,155.5,18742,2925695.25,680,EQ,2022-10-13,INE231G01010
PEL,340.4,324.2,350,348.65,338.25,9683,3267910.9,230,BE,2022-10-13,INE191A01027
PENIND,30,29.6,30.25,29.95,29.8,28137,839480.45,379,EQ,2022-10-13,INE730A01022
PENINLAND,32.7,31.4,32.8,31.8,31.4,37146,1188596.3,488,EQ,2022-10-13,INE569C01020
PERSISTENT,10.1,9.75,10.1,9.8,9.75,35838,355160.45,156,EQ,2022-10-13,INE998H01012
PETRONET,595,593.95,605.95,596.5,600,4888,2926595.5,489,EQ,2022-10-13,INE607D01018
PFIZER,2775,2734,2799,2772.6,2792.9,388,1068061.95,98,BE,2022-10-13,INE725E01024
PFOCUS,1.25,1.25,1.35,1.35,1.35,12846,16386.9,17,BZ,2022-10-13,INE849L01019
PFS,23.7,23,23.75,23.35,23,15264,356206,150,EQ,2022-10-13,INE749B01020
PGEL,42.45,40.3,42.45,40.7,40.75,102354,4198055.4,735,EQ,2022-10-13,INE142A01012
PGHH,51014.1,50441.55,51392.5,50781.7,50855.7,10721,544320204.2,5595,EQ,2022-10-13,INE761H01022
PGHL,73.85,72.5,74.35,74.1,73.55,572335,42187380.95,1542,EQ,2022-10-13,INE420C01059
PGIL,103.95,91.95,103.95,94.55,93.4,11629,1126698.15,647,EQ,2022-10-13,INE471W01019
PHOENIXLTD,139.55,136.4,143.4,138.25,136.4,6108,847417.1,156,EQ,2022-10-13,INE218G01033
PIDILITIND,149.85,149.1,154.2,151.05,151,204780,31120531.75,5179,EQ,2022-10-13,INE922B01023
PIIND,75.5,68.4,78.2,70.05,68.55,112357,8447033.4,1511,EQ,2022-10-13,INE895W01019
PILANIINVS,282,273.05,283.45,273.9,273.15,80429,22253601.5,3797,EQ,2022-10-13,INE305C01029
PILITA,89.5,89.4,95.15,94.6,94.65,1490,139303.75,118,EQ,2022-10-13,INE697V01011
PIONDIST,151.45,150,155.2,151.35,151.95,7445,1131789.05,270,EQ,2022-10-13,INE04LG01015
PIONEEREMB,17.3,16.5,17.3,16.7,16.8,60882,1015610.9,274,BE,2022-10-13,INE074B01023
PITTIENG,64,62.8,64.25,64,64.05,3291812,209227019.1,16703,EQ,2022-10-13,INE088F01024
PIXTRANS,111.45,109.7,111.75,110.75,110,183271,20290352.95,3144,EQ,2022-10-13,INE883N01014
PKTEA,640,638.95,653.7,641.55,642,75839,48877149.85,5267,EQ,2022-10-13,INE045601015
PLASTIBLEN,7.5,7.4,7.6,7.45,7.5,80866,603622.8,206,EQ,2022-10-13,INE561H01026
PNB,34,31.7,34.3,32.05,32.35,211169,6906128.65,1394,EQ,2022-10-13,INE818B01023
PNBGILTS,1396.3,1372,1404,1376.35,1380,114847,158587351.9,4579,BE,2022-10-13,INE619A01035
PNBHOUSING,22.6,22.25,22.75,22.4,22.4,275748,6188123.45,802,EQ,2022-10-13,INE244B01030
PNC,13.8,13.7,14,13.8,13.7,74180,1026942.65,232,EQ,2022-10-13,INE529D01014
PNCINFRA,704,684,704.75,686.1,686,616004,425160189.1,21577,EQ,2022-10-13,INE982J01020
PODDARHOUS,133.8,133.2,137.3,136.5,136.6,680214,92063959.1,6208,EQ,2022-10-13,INE602A01031
PODDARMENT,96.4,94.1,97.55,97,96,724918,69814299.55,3319,BE,2022-10-13,INE785M01013
POKARNA,40.7,39.5,42.55,42.2,42.15,464241,19224075.75,2678,EQ,2022-10-13,INE865T01018
POLICYBZR,3.85,3.85,3.85,3.85,3.85,8,30.8,1,BE,2022-10-13,INE904D01019
POLYCAB,296,280,302.9,292.9,295,185886,54240021.55,2917,EQ,2022-10-13,INE111Q01021
POLYMED,19.75,18.7,19.75,18.85,19,34803,661759.1,309,EQ,2022-10-13,INE844A01013
POLYPLEX,826,801.6,827.95,803.05,803.1,835211,676248317.8,45747,EQ,2022-10-13,INE140A01024
PONNIERODE,45.85,45,51.4,50.6,50.65,4509226,220788762.7,17754,EQ,2022-10-13,INE932A01024
POWERGRID,199.5,195.7,200.5,197.4,197.5,1517988,299427251.3,11970,EQ,2022-10-13,INE347G01014
POWERINDIA,4414,4360.1,4429.7,4372.25,4365,23456,103177549.4,1091,EQ,2022-10-13,INE182A01018
POWERMECH,76.95,73.45,76.95,75,75,94587,7080546.75,448,EQ,2022-10-13,INE367G01038
PPAP,14.4,14.2,14.4,14.25,14.25,188219,2692928.75,557,EQ,2022-10-13,INE560K01014
PPL,1046.45,1035,1060,1051.45,1047.4,21558,22662789,3171,EQ,2022-10-13,INE457L01011
PRAENG,13866.25,13817.9,13920,13862.4,13900,5866,81299621.75,1527,EQ,2022-10-13,INE179A01014
PRAJIND,4125.2,4102.25,4171.95,4132.75,4168,3028,12526229.45,1841,EQ,2022-10-13,INE199A01012
PRAKASH,445.55,441.8,457.9,446.8,448.9,4984,2225014.75,476,EQ,2022-10-13,INE940H01014
PRAKASHSTL,1392,1381.05,1401.95,1396.75,1392.05,79230,110602486.6,6199,EQ,2022-10-13,INE211B01039
PRAXIS,2650,2613.65,2667.6,2621.6,2621.5,161572,425279176.1,16402,EQ,2022-10-13,INE318A01026
PRECAM,3004.95,2981.1,3029.55,2994.25,2997,114173,342821113.7,14538,EQ,2022-10-13,INE603J01030
